comment, channel
"MR PRESIDENT I LIKED YOU VERY MUCH UNTIL.I FOUND YOU MISLEADING THE MASSES WITH NARCISSISM COERCION AND LIES <br>YOU IN POLITICS YOU ARE JUST STILL AN APPRENTICE NOT ONLY DEMOCRATS FIXED YOU BUT THE US DEMOCRACY ALONG ETHICAL PEOPLE FROM SUPREME COURT JUDGES ETC..... YOU YOU ARE NOT ETHICAL YOU ARE A FRAUDE AND PATHOLOGICAL LIAR SPOILED BRAT ALL YOURLIFE THANKS YOUR DAD AND GRANDFATHER FOR HAVING MADE A MONSTER OFYOU.<br>ON THIS NOTE I STILL RESPECT YOU FOR YOUR ENERGY AND CHARISMA", FOX
"Stop with these lies.Barr covered up for Trump in his impeachment .. that was him doing wrong but that was OK wasnt it.Trump spews lies like breathing..", FOX
"&quot;I purposefully stay out of it&quot;  Since when?", FOX
"This isn&#39;t an American vaccine... what kind of crack is he smoking? He had nothing to do with this at ALL!", FOX
"Bla bla ... bla bla bla..", FOX
"Had I know this information on hunter before the election I definitely would not have voted for him.<br><br><br><br><br><br><br><br><br>Oh wait hunter wasn’t running 😂🤣😂", FOX
"<a href='https://www.youtube.com/watch?v=9l03g_z0gNo&amp;t=1m15s'>1:15</a> &quot;Joe Biden lied on the debate stage&quot;, like lying can only be done by one.", FOX
"Get over it loser ..cant wait for you to go in jail.", FOX
"What&#39;s going through my mind is why aren&#39;t these bastards not wearing a mask?", FOX
"Trump you did not pay taxes you cheat on your taxes so you don’t worry about Biden son you always steal so much money so many years peoples money you didn’t pay tax you’re going to jail to them", FOX
"Republi-cans get over it <br><br>Biden 2020 🇺🇸 <br><br>Biden won<br><br>In 4 years trump 🐷 didn’t do anything but bring hate,racism and nothing at all", FOX
"The vaccine is last thing I want any part of.", FOX
"Wait for Trump and his children prosecuted soon enough!!", FOX
"Drain the 😂😂😂😂😂😂😂😂😂", FOX
"Israël approve 🕎🕎🕎", FOX
"Keep fighting Trump", FOX
"Attorney general Bar didn&#39;t DO anything THAT should HAVE BEEN done TO prevent this from happening again in THIS country BY ANY MEANS WE HAVE seen from THE beginning THAT THE General Bar didn&#39;t DO anything TO protect THE General Michael flynn from THE Corruption THAT HAS BEEN INVOLVED against him AND THAT WILL go again the General Bar from now on THE PRESIDENT Donald Trump should HAVE gotten the best from THE beginning OF THE time he hired THE General Bar AND he HAS done nothing TO help THE PRESIDENT Donald Trump AND his administration AND THE General Bar NOW LOOKS LIKE HE&#39;S BEEN IN ON THE CONTROVERSY WITH THE DEMOCRATIC PARTY", FOX
"This  Covid-19 vaxx was ready in March, already!  They just wanted us to shut down our economy first and be terrified and live in fear so we would be screaming for this Vaccine.  It&#39;s so easy to fool us, just cause a problem , see and register our reactions and then come with the Solution to this, which they wanted all along anyway!   We are all `sheep&#39; in the Elite&#39;s eyes.  Why some people trust them I do not know....", FOX
"😂😂😂 you knew I was a snake but you took me inn anyway!!! True story😂😂😂😂", FOX
"People can be idiots when they don&#39;t know what the facts are because you can&#39;t fix stupid people now rather you like Donald Trump or you hate Donald Trump if it wasn&#39;t for him keep in mind that Canada would not have the vaccine keep in mind that England would not have the vaccine and furthermore the leaders the prime Minister Justin Trudeau and the Queen of England Elizabeth the second who is at the age of 91 years old took the vaccine with no side effects.", FOX
"Lol blowing his fallen horn.", FOX
"What a loser trump really is..good riddance too him I say", FOX
"John 15:23<br>He that hateth me hateth my Father also.", FOX
"five years??? LMAOOOOOOO other countries had vaccines before us...", FOX
"Fake news.  He lost, respect our democracy and stop embarrassing our country.", FOX
"Frankly Mr president, you&#39;re an embarrassment", FOX
"His face man😂😂", FOX
"If you weren&#39;t president ooh wait on January 20 you won&#39;t be so relax", FOX
"donnie trying to elucidate on others making &quot;false statements&quot; ; SO SAD 😢😥😥😥😥😭😭😭😭😭", FOX
"&quot;He purposely stays out of what goes on with Hunter Biden&quot; ; SAY WHAT????? Leaning on ranking figures of foreign government(s?) to make up dirt on him is &quot;staying out&quot; of things : typical donnie , nothing remotely reassembling a straight storyline EVER comes out of his mouth!!!", FOX
"&quot;Say what you want about Robert Mueller&quot; ; God knows donnie has done that", FOX
"Rolling our vaccine. Take your shots Democrats..", FOX
"Trump taking  credit for everything like he was in the lap creating the vaccine himself", FOX
"I wanna know are they gonna arrest trump on the 20th of january or the 21st ? 😂😂😂😂", FOX
"No mask wow", FOX
"Barr knew about Hunter Biden before the election and said nothing and done nothing about it this is very disturbing,  like i said always follow the money trail and you shall see the corruption!!", FOX
"Boycott all corrupt mainstream media, twitter, and Facebook&#39;s fuckerberg per youtube", FOX
"No wonder corrupt pelosi witch said senile creepy joe doesn&#39;t need votes to win. <br>Per Google", FOX
"Why does Trump wants to stay President when all he does is lied to the American people over and over about covid relief !!!", FOX
"Hunter Biden , And The Boss ,Joe Biden ARE CORRUPT AND THE MSM FAKE NEWS COVERED FOR BIDEN !  Old , Senile, Corrupt Biden , CHEATED , STOLE THIS RIGGED PRESIDENTIAL ELECTION !  Americans Need To Stand Up And STOP THE STEAL !  Liberal Control Bias Fake News STILL LYING ABOUT &quot; BASELESS CLAIMS &quot;  There Are REAL VOTER RIGGING CRIMES !   Don&#39;t Care Who You Voted For , Americans Should ALL BE CONCERNED ABOUT ELECTION INTEGRITY !  We Must Have True , Fair , Free Elections , Or We Don&#39;t Have An America !   God Bless Our Pres. Trump", FOX
"GO KICK ROCKS. TRUMP LOST FAIR AND SQUARE! I have lost count of how many times Trump has lost this election.", FOX
"Wow.  Trump is really losing it. Not that he ever had &quot;it&quot; in the first place.  Is it wrong of me to take pleasure in seeing him lose his mind??", FOX
"I want to see happen to hunter what happens to anyone who breaks the law .", FOX
"What a egomaniac. Goodbye! Take your ball and go home little kid.", FOX
"Illegal to comment if it affect politics in any way, it&#39;s right in the bylaws.  I like living in a country that follows it&#39;s own laws.  Barr finally did something right. If Trump would finally do something right and concede a landslide election the country would be so much better off..... be he only cares about himself so he won&#39;t.", FOX
"Trump is the biggest entitled cry baby that I’ve ever seen. But, this is typical behavior of the white supremacist that can’t play fair and always wants more advantages that everyone else.", FOX
"And just like that, Barr resigned. Trump has been right about so many things.<br><br>&quot;Fake News&quot;<br>&quot;Election will be rigged&quot;<br>&quot;China is not our friend&quot;", FOX
"Trump is awesome", FOX
"🕊🕊🕊💐", FOX
"Get your maggot hat......get your coat and get your azz out the white house! JACK", FOX
"Thank you for your service.", FOX
"Other countries have the vaccine you dope!", FOX
"The best president", FOX
"Daddy, watz a fartface?   Haha    <br>Will suck up to whatever crab’s available.", FOX
"TRUMP..YOU&#39;RE FIRED !!!! fired by the people you worked for..too much <br>lying..to much golf..and you said if you got elected you wouldn&#39;t play <br>golf..you fired americans for telling truth..you gave your unqualified <br>family members that couldn&#39;t even qualify for security clearance jobs in<br> white house..you tried to bribe foreign governments to help you get <br>re-elected..you obstructed justice at every turn..you abused the powers <br>of the presidency..you were bias toward the americans that didn&#39;t vote <br>for you..and called us enemies..you called free press, that didn&#39;t say <br>what you wanted, enemies of the people..you pardoned criminals and used <br>justice dept as your own private police force..you tried to be above the<br> law..you were not fair..you idolized dictators and criticized <br>allies..you made america a laughing stock..you didn&#39;t protect american <br>lives..you called virus a hoax..you wouldn&#39;t set the example and wear a <br>mask..you didn&#39;t give good leadership..you fired experts and hired <br>loyalists undermining national security..every time a thought popped in <br>your childish brain you tweeted it..you were a clown..you called people <br>names like a spoiled brat..made money from taxpayers from your <br>properties..YOUR FIRED!", FOX
"Good man you can keep your synthetic vaccine. Hope all of your dumbass supporters take it", FOX
"History will discover soon # 45 and his allegiance were the greatest error and fake ever in American presidency", FOX
"The enemy?", FOX
"Trump was told how many times  the both him and Durham found nothing on the Biden’s. It should be clear as to how many times trump has fought to stay in the White House  did he push back then no! He only pushed after the fact he lost the election and this is his vengeance!", FOX
"I&#39;m looking in from the outside and see a very sick man and is destroying the image of the USA abroad<br>Why are you allowing this he is a very sick man.", FOX
"Good bye looser trump you are leaving in less then 35 days ha ha ha f-u maga crowd.", FOX
"trump is nuts and a liar", FOX
"There he is taking credit for other peoples work he is pathetic", FOX
"It was a pair of Turkish scientists in Germany who made the vaccine, I really doubt that if it weren&#39;t trump there&#39;d be no vaccine for 5 years. &quot;they&#39;d have done it sooner if they heard from me&quot; is just a weird thing to say, half threatening half straight up idiotic; what were they gonna do exactly, discover faster?<br>Then &quot;I don&#39;t wanna see anything bad happen to HB&quot; that&#39;s like a straight up threat.<br>How does the interviewer not laugh in his face at every comment he makes is just beyond me, he is the parody of himself at this point.", FOX
